Student_ID;Maths_%;Physical_Sciences_%;Life_Sciences_%;English_%;School_Quintile;Home_Language;Socio_Economic_Background;Average_School_Score;First_Semester_Average_%;Second_Semester_Average_%;Modules_Enrolled;Modules_Passed;Success_Rate_%;Risk_Category;Dropout_Risk_Flag;STEM_Average;Home_Language_Encoded;Socio_Economic_Background_Encoded;Risk_Category_Encoded
SMU202500198;65;85;39;58;1;Tshivenda;Low Income Urban;61.8;70.1;78.0;10;9;90.0;Low Risk;0;63.0;4;2;0
SMU202500199;43;57;53;48;1;Tshivenda;Low Income Urban;50.2;68.2;58.4;10;6;60.0;Moderate Risk;1;51.0;4;2;1
SMU202500200;38;38;73;79;3;isiZulu;Middle Income Rural;57.0;69.7;86.0;12;11;91.7;Low Risk;0;49.7;6;3;0
SMU202500201;84;71;86;74;2;Tshivenda;Low Income Rural;78.8;70.1;68.0;12;12;100.0;Low Risk;0;80.3;4;1;0
SMU202500202;36;61;55;93;3;English;Middle Income Urban;61.2;70.1;58.9;9;8;88.9;Low Risk;0;50.7;0;4;0
SMU202500203;55;60;84;84;4;Sesotho;High Income Urban;70.8;57.1;64.1;11;11;100.0;Low Risk;0;66.3;2;0;0
SMU202500204;55;86;89;92;1;isiZulu;Low Income Rural;80.5;75.3;72.8;11;9;81.8;Low Risk;0;76.7;6;1;0
SMU202500205;86;63;72;81;5;Xitsonga;Middle Income Urban;75.5;72.4;72.0;8;8;100.0;Low Risk;0;73.7;5;4;0
SMU202500206;94;82;63;72;1;isiZulu;Middle Income Rural;77.8;66.8;79.5;12;12;100.0;Low Risk;0;79.7;6;3;0
SMU202500207;56;42;83;54;2;Sesotho;Middle Income Rural;58.8;60.6;66.9;10;7;70.0;Moderate Risk;1;60.3;2;3;1
SMU202500208;57;77;35;84;1;Xitsonga;Middle Income Rural;63.2;46.1;69.0;12;11;91.7;Low Risk;0;56.3;5;3;0
SMU202500209;80;70;45;91;3;isiZulu;Middle Income Urban;71.5;76.9;75.2;10;10;100.0;Low Risk;0;65.0;6;4;0
SMU202500210;72;81;66;87;2;Xitsonga;High Income Urban;76.5;57.9;65.9;8;8;100.0;Low Risk;0;73.0;5;0;0
SMU202500211;70;38;48;80;3;Tshivenda;Middle Income Urban;59.0;60.0;65.2;9;9;100.0;Low Risk;0;52.0;4;4;0
SMU202500212;74;36;88;52;4;isiZulu;Middle Income Urban;62.5;64.0;62.2;9;9;100.0;Low Risk;0;66.0;6;4;0
SMU202500213;89;43;59;79;2;Xitsonga;Low Income Rural;67.5;63.9;65.4;9;8;88.9;Low Risk;0;63.7;5;1;0
SMU202500214;83;90;55;74;2;English;Middle Income Urban;75.5;69.9;56.2;8;8;100.0;Low Risk;0;76.0;0;4;0
SMU202500215;47;55;42;85;4;isiZulu;Middle Income Urban;57.2;75.4;62.0;10;8;80.0;Low Risk;0;48.0;6;4;0
SMU202500216;56;62;63;52;1;English;Low Income Urban;58.2;60.4;71.3;11;9;81.8;Low Risk;0;60.3;0;2;0
SMU202500217;57;58;78;52;4;Xitsonga;Low Income Rural;61.2;70.3;53.7;10;8;80.0;Low Risk;0;64.3;5;1;0
SMU202500218;64;73;78;86;2;Sepedi;Middle Income Rural;75.2;65.5;62.3;9;9;100.0;Low Risk;0;71.7;1;3;0
SMU202500219;68;77;59;49;4;Setswana;Middle Income Urban;63.2;59.1;80.9;10;9;90.0;Low Risk;0;68.0;3;4;0
SMU202500220;86;70;56;81;1;Xitsonga;Middle Income Urban;73.2;65.9;72.2;8;8;100.0;Low Risk;0;70.7;5;4;0
SMU202500221;50;85;65;94;3;Sepedi;Low Income Rural;73.5;79.2;58.6;11;10;90.9;Low Risk;0;66.7;1;1;0
SMU202500222;58;88;69;65;2;English;Low Income Rural;70.0;62.6;58.5;12;9;75.0;Low Risk;0;71.7;0;1;0
SMU202500223;89;41;38;68;1;Sepedi;Middle Income Urban;59.0;81.9;77.1;11;9;81.8;Low Risk;0;56.0;1;4;0
SMU202500224;64;52;53;70;2;English;Low Income Urban;59.8;63.8;63.5;10;8;80.0;Low Risk;0;56.3;0;2;0
SMU202500225;92;72;87;70;3;Sesotho;Middle Income Rural;80.2;70.9;65.4;11;11;100.0;Low Risk;0;83.7;2;3;0
SMU202500226;52;86;83;67;5;isiZulu;Middle Income Urban;72.0;71.9;61.6;12;12;100.0;Low Risk;0;73.7;6;4;0
SMU202500227;61;49;40;86;2;Xitsonga;Middle Income Rural;59.0;55.5;70.3;9;7;77.8;Low Risk;0;50.0;5;3;0
SMU202500228;44;84;37;52;3;Tshivenda;Middle Income Urban;54.2;69.2;69.3;12;11;91.7;Low Risk;0;55.0;4;4;0
SMU202500229;87;53;76;74;4;Sesotho;Low Income Rural;72.5;45.2;62.6;12;10;83.3;Low Risk;0;72.0;2;1;0
SMU202500230;70;40;60;43;5;Setswana;Low Income Urban;53.2;63.5;59.7;8;7;87.5;Low Risk;0;56.7;3;2;0
SMU202500231;70;55;64;63;2;isiZulu;Low Income Urban;63.0;72.6;62.0;10;8;80.0;Low Risk;0;63.0;6;2;0
SMU202500232;50;50;88;70;4;isiZulu;Low Income Rural;64.5;61.9;68.0;8;8;100.0;Low Risk;0;62.7;6;1;0
SMU202500233;92;77;91;60;2;English;Low Income Rural;80.0;69.7;82.4;9;9;100.0;Low Risk;0;86.7;0;1;0
SMU202500234;82;41;55;81;4;Tshivenda;Middle Income Rural;64.8;70.1;68.8;8;8;100.0;Low Risk;0;59.3;4;3;0
SMU202500235;37;57;60;76;2;Xitsonga;Middle Income Urban;57.5;52.7;77.0;12;9;75.0;Low Risk;0;51.3;5;4;0
SMU202500236;67;84;87;43;1;Tshivenda;Low Income Rural;70.2;57.4;68.0;8;7;87.5;Low Risk;0;79.3;4;1;0
SMU202500237;62;92;77;80;3;Sepedi;Middle Income Urban;77.8;57.9;69.6;9;9;100.0;Low Risk;0;77.0;1;4;0
SMU202500238;56;82;91;41;4;Setswana;Low Income Urban;67.5;60.0;76.8;12;12;100.0;Low Risk;0;76.3;3;2;0
SMU202500239;74;72;94;49;4;Xitsonga;High Income Urban;72.2;64.5;62.7;12;12;100.0;Low Risk;0;80.0;5;0;0
SMU202500240;86;56;49;79;4;isiZulu;Middle Income Rural;67.5;67.8;74.3;10;10;100.0;Low Risk;0;63.7;6;3;0
SMU202500241;83;36;59;42;3;isiZulu;High Income Urban;55.0;68.6;62.2;10;8;80.0;Low Risk;0;59.3;6;0;0
SMU202500242;93;84;77;58;1;isiZulu;Low Income Rural;78.0;64.2;62.5;9;8;88.9;Low Risk;0;84.7;6;1;0
SMU202500243;70;71;55;47;2;Tshivenda;Middle Income Urban;60.8;69.9;61.2;9;8;88.9;Low Risk;0;65.3;4;4;0
SMU202500244;41;50;37;84;2;Tshivenda;High Income Urban;53.0;62.2;68.3;8;6;75.0;Low Risk;0;42.7;4;0;0
SMU202500245;66;94;82;82;4;Tshivenda;Low Income Rural;81.0;69.3;71.7;10;10;100.0;Low Risk;0;80.7;4;1;0
SMU202500246;89;50;35;84;3;Sesotho;High Income Urban;64.5;57.6;67.1;9;9;100.0;Low Risk;0;58.0;2;0;0
SMU202500247;39;59;37;72;4;Sepedi;Low Income Urban;51.8;69.0;65.3;12;9;75.0;Low Risk;0;45.0;1;2;0
SMU202500248;53;94;78;50;3;Xitsonga;High Income Urban;68.8;73.5;65.0;12;12;100.0;Low Risk;0;75.0;5;0;0
SMU202500249;60;82;55;67;1;Sesotho;Middle Income Rural;66.0;62.7;60.4;10;10;100.0;Low Risk;0;65.7;2;3;0
SMU202500250;52;92;45;62;2;Sesotho;Middle Income Urban;62.8;69.4;68.0;11;11;100.0;Low Risk;0;63.0;2;4;0
SMU202500251;67;54;50;73;3;isiZulu;Low Income Rural;61.0;72.3;64.4;8;8;100.0;Low Risk;0;57.0;6;1;0
SMU202500252;72;49;55;74;2;isiZulu;Middle Income Urban;62.5;69.0;72.1;11;11;100.0;Low Risk;0;58.7;6;4;0
SMU202500253;94;47;49;57;4;Setswana;Middle Income Urban;61.8;65.8;61.1;10;10;100.0;Low Risk;0;63.3;3;4;0
SMU202500254;48;70;87;47;2;English;Low Income Urban;63.0;61.2;66.8;10;8;80.0;Low Risk;0;68.3;0;2;0
SMU202500255;60;72;57;61;2;Setswana;Middle Income Rural;62.5;71.8;72.8;10;8;80.0;Low Risk;0;63.0;3;3;0
SMU202500256;41;48;43;94;3;isiZulu;Low Income Rural;56.5;57.7;67.7;12;9;75.0;Low Risk;0;44.0;6;1;0
SMU202500257;43;67;90;91;3;Setswana;Low Income Rural;72.8;75.0;61.7;8;8;100.0;Low Risk;0;66.7;3;1;0
SMU202500258;38;62;42;41;3;Xitsonga;Middle Income Urban;45.8;60.8;73.2;12;10;83.3;Low Risk;0;47.3;5;4;0
SMU202500259;45;80;84;60;1;isiZulu;Low Income Rural;67.2;57.8;69.1;12;8;66.7;Moderate Risk;1;69.7;6;1;1
SMU202500260;43;43;38;74;4;Xitsonga;Middle Income Rural;49.5;61.2;69.3;12;9;75.0;Low Risk;0;41.3;5;3;0
SMU202500261;46;80;81;54;5;Sesotho;Middle Income Urban;65.2;77.4;83.6;12;11;91.7;Low Risk;0;69.0;2;4;0
SMU202500262;85;38;89;46;2;isiZulu;Low Income Urban;64.5;64.0;53.7;12;9;75.0;Low Risk;0;70.7;6;2;0
SMU202500263;35;42;57;77;2;Xitsonga;Low Income Urban;52.8;59.6;66.2;12;9;75.0;Low Risk;0;44.7;5;2;0
SMU202500264;94;76;35;68;3;Tshivenda;Low Income Rural;68.2;55.8;47.1;10;8;80.0;Low Risk;0;68.3;4;1;0
SMU202500265;47;72;83;85;4;isiZulu;Low Income Urban;71.8;64.7;54.8;11;10;90.9;Low Risk;0;67.3;6;2;0
SMU202500266;83;76;77;93;2;Sesotho;High Income Urban;82.2;61.4;72.7;8;8;100.0;Low Risk;0;78.7;2;0;0
SMU202500267;93;73;89;80;3;Tshivenda;Low Income Urban;83.8;74.0;69.3;10;10;100.0;Low Risk;0;85.0;4;2;0
SMU202500268;35;74;78;58;5;Sesotho;Low Income Rural;61.2;53.6;75.4;12;9;75.0;Low Risk;0;62.3;2;1;0
SMU202500269;60;73;62;44;3;English;Low Income Urban;59.8;62.6;72.2;12;10;83.3;Low Risk;0;65.0;0;2;0
SMU202500270;67;70;52;76;2;isiZulu;Low Income Urban;66.2;69.9;66.5;8;8;100.0;Low Risk;0;63.0;6;2;0
SMU202500271;63;75;44;41;3;Tshivenda;Middle Income Rural;55.8;63.2;65.0;9;8;88.9;Low Risk;0;60.7;4;3;0
SMU202500272;61;87;36;68;3;Sepedi;Low Income Urban;63.0;68.4;83.1;8;8;100.0;Low Risk;0;61.3;1;2;0
SMU202500273;35;89;79;54;1;Xitsonga;Low Income Urban;64.2;72.1;77.5;8;6;75.0;Low Risk;0;67.7;5;2;0
SMU202500274;88;77;52;75;2;Sesotho;Middle Income Urban;73.0;55.9;72.9;9;9;100.0;Low Risk;0;72.3;2;4;0
SMU202500275;37;62;78;54;1;Setswana;Middle Income Urban;57.8;63.1;66.7;9;7;77.8;Low Risk;0;59.0;3;4;0
SMU202500276;58;73;68;67;1;Xitsonga;Low Income Rural;66.5;63.9;70.6;8;7;87.5;Low Risk;0;66.3;5;1;0
SMU202500277;94;52;62;74;1;Tshivenda;Low Income Rural;70.5;74.4;58.1;10;8;80.0;Low Risk;0;69.3;4;1;0
SMU202500278;42;68;82;91;3;English;Middle Income Urban;70.8;58.5;70.2;11;11;100.0;Low Risk;0;64.0;0;4;0
SMU202500279;61;80;88;82;1;Sepedi;Low Income Rural;77.8;66.0;58.8;10;9;90.0;Low Risk;0;76.3;1;1;0
SMU202500280;71;92;71;81;3;Tshivenda;Low Income Rural;78.8;67.3;70.4;11;10;90.9;Low Risk;0;78.0;4;1;0
SMU202500281;47;93;81;91;5;Tshivenda;Low Income Urban;78.0;68.1;73.4;11;11;100.0;Low Risk;0;73.7;4;2;0
SMU202500282;68;79;56;92;2;Sepedi;Middle Income Rural;73.8;60.7;64.0;9;8;88.9;Low Risk;0;67.7;1;3;0
SMU202500283;55;80;78;60;3;Setswana;High Income Urban;68.2;58.9;71.4;8;8;100.0;Low Risk;0;71.0;3;0;0
SMU202500284;47;81;68;50;4;Setswana;Low Income Urban;61.5;57.8;58.5;11;10;90.9;Low Risk;0;65.3;3;2;0
SMU202500285;53;71;73;60;4;Sesotho;Low Income Urban;64.2;79.7;80.9;11;10;90.9;Low Risk;0;65.7;2;2;0
SMU202500286;79;81;46;93;4;isiZulu;Low Income Urban;74.8;62.2;76.5;12;12;100.0;Low Risk;0;68.7;6;2;0
SMU202500287;92;46;40;56;3;isiZulu;High Income Urban;58.5;66.1;81.7;11;11;100.0;Low Risk;0;59.3;6;0;0
SMU202500288;92;70;72;50;4;English;Low Income Urban;71.0;50.0;94.2;10;10;100.0;Low Risk;0;78.0;0;2;0
SMU202500289;51;85;87;53;2;English;Low Income Rural;69.0;64.9;78.9;11;10;90.9;Low Risk;0;74.3;0;1;0
SMU202500290;43;42;86;84;4;Setswana;Low Income Rural;63.8;70.8;44.6;10;9;90.0;Low Risk;0;57.0;3;1;0
SMU202500291;65;89;50;89;3;Setswana;Low Income Rural;73.2;60.4;71.9;10;10;100.0;Low Risk;0;68.0;3;1;0
SMU202500292;55;50;46;41;4;Tshivenda;Low Income Rural;48.0;63.5;63.6;8;6;75.0;Low Risk;0;50.3;4;1;0
SMU202500293;35;49;71;52;4;Xitsonga;Middle Income Urban;51.8;68.7;76.4;8;8;100.0;Low Risk;0;51.7;5;4;0
SMU202500294;43;68;80;53;2;Tshivenda;Low Income Rural;61.0;58.7;64.5;10;7;70.0;Moderate Risk;1;63.7;4;1;1
SMU202500295;79;66;68;84;3;Sepedi;High Income Urban;74.2;79.8;70.1;8;8;100.0;Low Risk;0;71.0;1;0;0
SMU202500296;94;36;36;65;2;isiZulu;Low Income Rural;57.8;71.7;61.6;9;7;77.8;Low Risk;0;55.3;6;1;0
SMU202500297;90;89;61;93;3;Xitsonga;Low Income Rural;83.2;68.3;69.8;8;8;100.0;Low Risk;0;80.0;5;1;0
SMU202500298;53;87;53;64;5;English;Low Income Urban;64.2;81.2;78.7;9;9;100.0;Low Risk;0;64.3;0;2;0
SMU202500299;48;84;62;85;4;Tshivenda;Middle Income Rural;69.8;70.5;65.3;11;11;100.0;Low Risk;0;64.7;4;3;0
SMU202500300;46;89;65;53;4;English;Middle Income Rural;63.2;61.5;56.4;10;9;90.0;Low Risk;0;66.7;0;3;0
SMU202500301;65;83;92;68;2;Tshivenda;Low Income Urban;77.0;60.0;77.9;8;8;100.0;Low Risk;0;80.0;4;2;0
SMU202500302;91;35;77;58;4;isiZulu;Middle Income Urban;65.2;52.2;59.7;11;11;100.0;Low Risk;0;67.7;6;4;0
SMU202500303;71;51;92;62;2;Setswana;Low Income Rural;69.0;70.0;61.3;8;7;87.5;Low Risk;0;71.3;3;1;0
SMU202500304;71;67;58;83;3;Xitsonga;Low Income Urban;69.8;68.2;66.3;8;7;87.5;Low Risk;0;65.3;5;2;0
SMU202500305;76;51;71;93;3;Xitsonga;High Income Urban;72.8;56.4;68.3;10;10;100.0;Low Risk;0;66.0;5;0;0
SMU202500306;69;78;75;46;2;Sesotho;Middle Income Urban;67.0;63.4;72.5;11;9;81.8;Low Risk;0;74.0;2;4;0
SMU202500307;72;45;88;61;3;Sesotho;Low Income Urban;66.5;60.3;64.9;12;12;100.0;Low Risk;0;68.3;2;2;0
SMU202500308;70;52;37;67;1;isiZulu;High Income Urban;56.5;62.9;72.4;8;8;100.0;Low Risk;0;53.0;6;0;0
SMU202500309;47;91;83;93;3;English;Middle Income Urban;78.5;59.5;76.5;12;12;100.0;Low Risk;0;73.7;0;4;0
SMU202500310;58;36;56;56;2;Xitsonga;Low Income Urban;51.5;70.6;47.1;10;7;70.0;Moderate Risk;1;50.0;5;2;1
SMU202500311;86;58;63;82;1;Sepedi;Middle Income Rural;72.2;74.9;62.6;8;8;100.0;Low Risk;0;69.0;1;3;0
SMU202500312;51;74;62;51;1;Setswana;Low Income Urban;59.5;61.9;62.2;8;6;75.0;Low Risk;0;62.3;3;2;0
SMU202500313;59;67;89;46;2;Setswana;Low Income Rural;65.2;66.7;67.8;12;11;91.7;Low Risk;0;71.7;3;1;0
SMU202500314;85;43;66;50;3;Sesotho;Middle Income Rural;61.0;62.9;66.7;10;8;80.0;Low Risk;0;64.7;2;3;0
SMU202500315;63;68;68;67;1;isiZulu;Low Income Rural;66.5;66.4;67.4;9;9;100.0;Low Risk;0;66.3;6;1;0
SMU202500316;39;90;66;59;5;isiZulu;Low Income Rural;63.5;71.7;61.5;8;8;100.0;Low Risk;0;65.0;6;1;0
SMU202500317;76;91;60;64;3;Setswana;Middle Income Urban;72.8;71.6;78.7;12;12;100.0;Low Risk;0;75.7;3;4;0
SMU202500318;65;62;45;82;5;Tshivenda;Middle Income Rural;63.5;61.5;69.6;11;11;100.0;Low Risk;0;57.3;4;3;0
SMU202500319;84;60;83;89;3;Setswana;Low Income Urban;79.0;67.8;74.2;8;8;100.0;Low Risk;0;75.7;3;2;0
SMU202500320;66;92;55;85;2;Tshivenda;Low Income Urban;74.5;56.2;70.2;9;9;100.0;Low Risk;0;71.0;4;2;0
SMU202500321;64;37;64;45;1;Setswana;Low Income Rural;52.5;67.3;68.7;11;7;63.6;Moderate Risk;1;55.0;3;1;1
SMU202500322;75;50;38;74;2;Setswana;Low Income Rural;59.2;52.7;67.8;9;6;66.7;Moderate Risk;1;54.3;3;1;1
SMU202500323;59;52;53;62;3;Sepedi;Low Income Urban;56.5;69.5;73.3;11;8;72.7;Moderate Risk;1;54.7;1;2;1
SMU202500324;68;51;77;82;5;English;Low Income Rural;69.5;70.3;73.3;12;12;100.0;Low Risk;0;65.3;0;1;0
SMU202500325;64;35;77;78;5;Sepedi;Middle Income Urban;63.5;64.9;69.4;12;12;100.0;Low Risk;0;58.7;1;4;0
SMU202500326;70;71;62;67;3;Sepedi;Low Income Urban;67.5;66.8;57.8;11;11;100.0;Low Risk;0;67.7;1;2;0
SMU202500327;56;71;61;68;3;Sepedi;Low Income Rural;64.0;59.6;55.2;11;10;90.9;Low Risk;0;62.7;1;1;0
SMU202500328;68;85;35;71;3;Setswana;Low Income Rural;64.8;65.1;62.4;11;9;81.8;Low Risk;0;62.7;3;1;0
SMU202500329;48;51;52;84;3;Setswana;Low Income Urban;58.8;55.8;73.3;9;8;88.9;Low Risk;0;50.3;3;2;0
SMU202500330;60;79;54;91;4;Xitsonga;Low Income Urban;71.0;70.6;62.2;8;8;100.0;Low Risk;0;64.3;5;2;0
SMU202500331;63;38;39;50;2;isiZulu;Middle Income Urban;47.5;63.2;68.0;9;8;88.9;Low Risk;0;46.7;6;4;0
SMU202500332;81;89;41;65;2;isiZulu;Middle Income Rural;69.0;67.4;76.4;9;8;88.9;Low Risk;0;70.3;6;3;0
SMU202500333;63;42;75;87;4;isiZulu;Low Income Rural;66.8;55.1;60.9;8;8;100.0;Low Risk;0;60.0;6;1;0
SMU202500334;71;35;37;86;4;Sesotho;Middle Income Rural;57.2;74.4;74.0;11;10;90.9;Low Risk;0;47.7;2;3;0
SMU202500335;38;37;68;88;2;English;Low Income Rural;57.8;70.2;46.2;12;8;66.7;Moderate Risk;1;47.7;0;1;1
SMU202500336;91;44;74;46;1;isiZulu;Low Income Urban;63.8;60.4;59.4;10;9;90.0;Low Risk;0;69.7;6;2;0
SMU202500337;70;81;75;44;3;Tshivenda;Middle Income Urban;67.5;74.0;73.7;12;11;91.7;Low Risk;0;75.3;4;4;0
SMU202500338;91;82;93;86;5;Tshivenda;Middle Income Rural;88.0;60.2;72.7;12;12;100.0;Low Risk;0;88.7;4;3;0
SMU202500339;89;65;76;49;2;Tshivenda;Low Income Urban;69.8;72.4;57.0;8;8;100.0;Low Risk;0;76.7;4;2;0
SMU202500340;91;51;38;87;4;Sesotho;Low Income Rural;66.8;66.6;60.7;12;10;83.3;Low Risk;0;60.0;2;1;0
SMU202500341;85;70;51;80;1;English;Low Income Rural;71.5;63.5;69.4;10;9;90.0;Low Risk;0;68.7;0;1;0
SMU202500342;73;91;51;73;1;Sesotho;Middle Income Rural;72.0;74.9;75.9;11;11;100.0;Low Risk;0;71.7;2;3;0
SMU202500343;79;89;35;56;1;isiZulu;Low Income Rural;64.8;67.0;64.4;9;6;66.7;Moderate Risk;1;67.7;6;1;1
SMU202500344;48;68;89;43;3;Tshivenda;Middle Income Urban;62.0;84.8;83.9;8;7;87.5;Low Risk;0;68.3;4;4;0
SMU202500345;35;39;61;55;1;Tshivenda;Middle Income Rural;47.5;65.4;67.8;10;8;80.0;Low Risk;0;45.0;4;3;0
SMU202500346;38;78;57;41;3;Sesotho;Middle Income Rural;53.5;54.6;72.8;10;7;70.0;Moderate Risk;1;57.7;2;3;1
SMU202500347;83;46;87;50;2;Tshivenda;Low Income Urban;66.5;73.9;66.4;8;7;87.5;Low Risk;0;72.0;4;2;0
SMU202500348;88;90;93;72;2;Setswana;Low Income Rural;85.8;68.8;69.2;12;12;100.0;Low Risk;0;90.3;3;1;0
SMU202500349;41;49;57;53;4;Sesotho;Middle Income Urban;50.0;58.0;60.0;11;9;81.8;Low Risk;0;49.0;2;4;0
SMU202500350;75;91;42;65;5;Sepedi;Low Income Rural;68.2;65.1;61.5;9;8;88.9;Low Risk;0;69.3;1;1;0
SMU202500351;52;60;54;80;3;English;Low Income Urban;61.5;68.9;87.4;10;10;100.0;Low Risk;0;55.3;0;2;0
SMU202500352;50;36;94;63;5;Setswana;Middle Income Urban;60.8;62.8;67.0;10;10;100.0;Low Risk;0;60.0;3;4;0
SMU202500353;54;69;81;41;1;Setswana;Low Income Urban;61.2;74.4;75.0;10;8;80.0;Low Risk;0;68.0;3;2;0
SMU202500354;75;93;70;41;5;Sepedi;Middle Income Rural;69.8;72.2;72.5;8;8;100.0;Low Risk;0;79.3;1;3;0
SMU202500355;90;56;70;73;1;Xitsonga;Low Income Rural;72.2;70.7;66.4;8;7;87.5;Low Risk;0;72.0;5;1;0
SMU202500356;70;53;35;49;4;Sepedi;Low Income Rural;51.8;78.5;66.8;8;7;87.5;Low Risk;0;52.7;1;1;0
SMU202500357;69;86;93;60;2;English;High Income Urban;77.0;81.4;66.1;11;11;100.0;Low Risk;0;82.7;0;0;0
SMU202500358;53;90;62;56;3;Sepedi;Low Income Rural;65.2;70.5;58.8;11;8;72.7;Moderate Risk;1;68.3;1;1;1
SMU202500359;57;81;66;91;2;Xitsonga;Low Income Urban;73.8;58.8;53.6;12;11;91.7;Low Risk;0;68.0;5;2;0
SMU202500360;92;67;45;55;5;Sepedi;Low Income Urban;64.8;70.9;72.7;9;9;100.0;Low Risk;0;68.0;1;2;0
SMU202500361;47;90;80;42;4;Setswana;Middle Income Urban;64.8;64.0;80.9;10;9;90.0;Low Risk;0;72.3;3;4;0
SMU202500362;40;77;59;78;2;Tshivenda;Low Income Urban;63.5;74.4;72.7;12;9;75.0;Low Risk;0;58.7;4;2;0
SMU202500363;36;92;77;77;2;isiZulu;Low Income Rural;70.5;61.6;74.8;10;10;100.0;Low Risk;0;68.3;6;1;0
SMU202500364;92;91;47;43;2;Setswana;Middle Income Urban;68.2;61.3;61.5;11;11;100.0;Low Risk;0;76.7;3;4;0
SMU202500365;48;72;84;40;1;Sesotho;High Income Urban;61.0;72.8;75.7;12;11;91.7;Low Risk;0;68.0;2;0;0
SMU202500366;54;53;69;43;2;isiZulu;Low Income Rural;54.8;88.0;76.3;10;6;60.0;Moderate Risk;1;58.7;6;1;1
SMU202500367;92;86;58;64;1;English;Middle Income Rural;75.0;57.5;57.8;12;11;91.7;Low Risk;0;78.7;0;3;0
SMU202500368;92;73;50;72;5;Tshivenda;Low Income Rural;71.8;63.5;77.5;10;9;90.0;Low Risk;0;71.7;4;1;0
SMU202500369;88;39;76;62;4;Setswana;Middle Income Rural;66.2;48.5;60.5;8;8;100.0;Low Risk;0;67.7;3;3;0
SMU202500370;86;81;82;62;4;Sesotho;Low Income Rural;77.8;79.2;70.8;9;9;100.0;Low Risk;0;83.0;2;1;0
SMU202500371;56;88;67;69;1;Sepedi;Low Income Urban;70.0;60.1;57.7;10;10;100.0;Low Risk;0;70.3;1;2;0
SMU202500372;70;68;43;81;2;English;Middle Income Urban;65.5;76.0;62.1;10;10;100.0;Low Risk;0;60.3;0;4;0
SMU202500373;43;81;67;72;3;English;Low Income Rural;65.8;65.9;57.5;9;9;100.0;Low Risk;0;63.7;0;1;0
SMU202500374;47;88;35;73;5;Xitsonga;Low Income Urban;60.8;63.8;62.2;12;11;91.7;Low Risk;0;56.7;5;2;0
SMU202500375;51;41;47;44;3;Sepedi;Middle Income Urban;45.8;73.1;69.4;8;8;100.0;Low Risk;0;46.3;1;4;0
SMU202500376;37;49;63;92;4;Xitsonga;Low Income Urban;60.2;74.4;74.6;11;9;81.8;Low Risk;0;49.7;5;2;0
SMU202500377;91;56;50;80;2;Xitsonga;Low Income Rural;69.2;68.5;65.4;12;9;75.0;Low Risk;0;65.7;5;1;0
SMU202500378;49;37;45;92;3;Sepedi;Low Income Rural;55.8;57.7;61.5;10;8;80.0;Low Risk;0;43.7;1;1;0
SMU202500379;40;46;81;79;1;Xitsonga;High Income Urban;61.5;64.5;62.7;8;7;87.5;Low Risk;0;55.7;5;0;0
SMU202500380;88;49;54;68;2;Setswana;Middle Income Urban;64.8;56.3;56.6;10;10;100.0;Low Risk;0;63.7;3;4;0
SMU202500381;89;38;93;91;2;Setswana;Low Income Urban;77.8;69.5;71.4;10;9;90.0;Low Risk;0;73.3;3;2;0
SMU202500382;62;65;94;73;3;Xitsonga;Middle Income Urban;73.5;71.3;81.3;11;10;90.9;Low Risk;0;73.7;5;4;0
SMU202500383;82;79;73;71;1;Sesotho;Low Income Rural;76.2;77.4;73.7;10;10;100.0;Low Risk;0;78.0;2;1;0
SMU202500384;62;43;62;45;5;English;Middle Income Urban;53.0;78.2;65.5;10;9;90.0;Low Risk;0;55.7;0;4;0
SMU202500385;71;87;56;81;2;Setswana;Low Income Rural;73.8;69.4;58.4;10;9;90.0;Low Risk;0;71.3;3;1;0
SMU202500386;64;64;46;49;1;Xitsonga;Low Income Rural;55.8;56.8;78.2;9;7;77.8;Low Risk;0;58.0;5;1;0
SMU202500387;57;52;66;88;3;English;Low Income Urban;65.8;67.5;72.6;10;8;80.0;Low Risk;0;58.3;0;2;0
SMU202500388;64;79;66;67;2;Setswana;Low Income Rural;69.0;70.7;72.0;11;10;90.9;Low Risk;0;69.7;3;1;0
SMU202500389;89;40;58;59;4;Xitsonga;Middle Income Urban;61.5;65.3;57.0;11;11;100.0;Low Risk;0;62.3;5;4;0
SMU202500390;40;55;66;74;3;Tshivenda;Middle Income Rural;58.8;63.0;79.2;9;8;88.9;Low Risk;0;53.7;4;3;0
SMU202500391;93;90;74;68;3;Sepedi;Low Income Rural;81.2;73.4;74.1;9;9;100.0;Low Risk;0;85.7;1;1;0
SMU202500392;72;82;61;59;5;Setswana;High Income Urban;68.5;60.2;68.4;12;12;100.0;Low Risk;0;71.7;3;0;0
SMU202500393;93;55;85;93;2;Sesotho;Middle Income Urban;81.5;70.0;73.9;10;10;100.0;Low Risk;0;77.7;2;4;0
SMU202500394;49;77;92;74;2;Sesotho;High Income Urban;73.0;62.3;68.2;9;9;100.0;Low Risk;0;72.7;2;0;0
SMU202500395;53;77;36;49;3;Setswana;Low Income Urban;53.8;63.3;71.5;10;7;70.0;Moderate Risk;1;55.3;3;2;1
SMU202500396;93;39;85;60;3;Xitsonga;High Income Urban;69.2;73.2;82.4;9;9;100.0;Low Risk;0;72.3;5;0;0
SMU202500397;66;45;52;66;2;English;Middle Income Urban;57.2;65.6;57.4;10;8;80.0;Low Risk;0;54.3;0;4;0
